Period,Code,Revenue,Expense,Profit
2021-01-15,577,115.0,26.86608001439201,88.13391998560799
2021-01-16,072,29.0,17.78608001439201,11.21391998560799
2021-01-16,019,12.0,16.346080014392008,-4.346080014392008
2021-01-16,943,295.0,89.69432005756804,205.30567994243196
2021-01-16,655,129.0,41.68216002878402,87.31783997121599
2021-01-16,019,12.0,16.346080014392008,-4.346080014392008
2021-01-16,250,114.0,76.17432005756802,37.825679942431975
2021-01-16,531,87.0,36.46216002878402,50.53783997121598
2021-01-16,171,58.0,8.022026671464003,49.977973328535995
2021-01-16,074,107.0,45.02216002878402,61.97783997121598
2021-01-16,873,73.0,123.53396270312322,-50.53396270312322
2021-01-17,213,84.0,39.94216002878402,44.05783997121598
2021-01-17,455,72.0,20.776080014392008,51.22391998560799
2021-01-17,022,20.0,15.856080014392012,4.1439199856079885
2021-01-17,414,182.0,45.10216002878402,136.89783997121597
2021-01-17,250,114.0,76.17432005756802,37.825679942431975
2021-01-17,114,83.0,36.442160028784016,46.557839971215984
2021-01-17,728,423.0,114.80648008635207,308.19351991364795
2021-01-17,572,174.0,66.21824004317602,107.78175995682398
2021-01-17,311,89.0,36.41216002878402,52.58783997121598
2021-01-17,072,29.0,17.78608001439201,11.21391998560799
2021-01-17,118,56.0,8.587216002878401,47.4127839971216
2021-01-18,524,266.0,57.67216002878402,208.32783997121598
2021-01-18,732,96.0,49.25132090104107,46.74867909895893
2021-01-18,322,199.0,47.86216002878402,151.13783997121598
2021-01-18,744,274.0,37.68608001439201,236.31391998560798
2021-01-18,556,450.0,97.05432005756805,352.945679942432
2021-01-18,712,396.0,166.1486401151361,229.8513598848639
2021-01-18,037,27.0,8.972026671464004,18.027973328535996
2021-01-18,524,266.0,57.67216002878402,208.32783997121598
2021-01-18,927,40.0,32.14216002878402,7.857839971215981
2021-01-18,533,186.0,85.97432005756804,100.02567994243196
2021-01-19,012,33.0,18.88608001439201,14.113919985607989
2021-01-19,171,58.0,8.022026671464003,49.977973328535995
2021-01-19,111,84.0,19.51608001439201,64.483919985608
2021-01-19,113,86.0,23.23608001439201,62.76391998560799
2021-01-19,322,199.0,47.86216002878402,151.13783997121598
2021-01-19,651,165.0,50.762160028784024,114.23783997121598
2021-01-19,965,168.0,133.7339627031232,34.26603729687679
2021-01-19,825,1025.0,142.0519813515616,882.9480186484384
2021-01-19,416,95.0,26.326080014392012,68.673919985608
2021-01-19,322,199.0,47.86216002878402,151.13783997121598
2021-01-19,524,266.0,57.67216002878402,208.32783997121598
2021-01-19,221,45.0,18.46608001439201,26.53391998560799
2021-01-19,222,44.0,9.532026671464003,34.467973328536
2021-01-20,061,28.0,32.42216002878402,-4.42216002878402
2021-01-20,736,165.0,52.151320901041075,112.84867909895893
2021-01-20,415,123.0,45.17216002878402,77.82783997121598
2021-01-20,578,115.0,24.13608001439201,90.86391998560799
2021-01-20,221,45.0,18.46608001439201,26.53391998560799
2021-01-20,311,89.0,36.41216002878402,52.58783997121598
2021-01-20,250,114.0,76.17432005756802,37.825679942431975
2021-01-20,141,14.0,16.30608001439201,-2.306080014392009
2021-01-20,314,143.0,64.37824004317602,78.62175995682398
2021-01-20,311,89.0,36.41216002878402,52.58783997121598
2021-01-20,727,423.0,123.09648008635206,299.9035199136479
2021-01-20,011,49.0,37.86216002878402,11.137839971215982
2021-01-21,151,169.0,27.966080014392006,141.033919985608
2021-01-21,391,86.0,22.66608001439201,63.33391998560799
2021-01-21,727,423.0,123.09648008635206,299.9035199136479
2021-01-21,986,71.0,38.43216002878402,32.56783997121598
2021-01-21,526,205.0,71.24824004317603,133.75175995682397
2021-01-21,416,95.0,26.326080014392012,68.673919985608
2021-01-21,732,96.0,49.25132090104107,46.74867909895893
2021-01-21,833,113.0,96.00297202734241,16.99702797265759
2021-01-21,250,114.0,76.17432005756802,37.825679942431975
2021-01-21,578,115.0,24.13608001439201,90.86391998560799
2021-01-21,123,70.0,10.732026671464002,59.267973328536
2021-01-21,213,84.0,39.94216002878402,44.05783997121598
2021-01-21,113,86.0,23.23608001439201,62.76391998560799
2021-01-21,722,331.0,107.57648008635206,223.42351991364794
2021-01-21,014,34.0,20.87608001439201,13.12391998560799
2021-01-21,431,217.0,54.93216002878402,162.067839971216
2021-01-21,114,83.0,36.442160028784016,46.557839971215984
2021-01-21,418,347.0,48.944053342928,298.055946657072
2021-01-21,074,107.0,45.02216002878402,61.97783997121598
2021-01-22,391,86.0,22.66608001439201,63.33391998560799
2021-01-22,415,123.0,45.17216002878402,77.82783997121598
2021-01-22,431,217.0,54.93216002878402,162.067839971216
2021-01-22,116,40.0,18.57608001439201,21.42391998560799
2021-01-22,455,72.0,20.776080014392008,51.22391998560799
2021-01-22,618,423.0,120.00432005756804,302.99567994243193
2021-01-22,535,242.0,76.44824004317603,165.55175995682396
2021-01-22,642,297.0,68.67824004317603,228.32175995682397
2021-01-23,535,242.0,76.44824004317603,165.55175995682396
2021-01-23,712,396.0,166.1486401151361,229.8513598848639
2021-01-23,874,81.0,70.46432005756805,10.535679942431955
2021-01-23,037,27.0,8.972026671464004,18.027973328535996
2021-01-23,411,161.0,22.964053342928004,138.035946657072
2021-01-23,990,134.0,65.62824004317604,68.37175995682396
2021-01-23,061,28.0,32.42216002878402,-4.42216002878402
2021-01-23,431,217.0,54.93216002878402,162.067839971216
2021-01-23,415,123.0,45.17216002878402,77.82783997121598
2021-01-23,222,44.0,9.532026671464003,34.467973328536
2021-01-23,014,34.0,20.87608001439201,13.12391998560799
2021-01-23,411,161.0,22.964053342928004,138.035946657072
2021-01-23,534,217.0,54.132160028784014,162.86783997121597
2021-01-24,161,24.0,17.716080014392013,6.283919985607987
2021-01-24,123,70.0,10.732026671464002,59.267973328536
2021-01-24,113,86.0,23.23608001439201,62.76391998560799
2021-01-24,577,115.0,26.86608001439201,88.13391998560799
2021-01-24,114,83.0,36.442160028784016,46.557839971215984
2021-01-24,071,33.0,11.464053342928006,21.535946657071996
2021-01-24,524,266.0,57.67216002878402,208.32783997121598
2021-01-24,916,129.0,38.912160028784015,90.08783997121598
2021-01-24,613,1328.0,226.35432005756803,1101.645679942432
2021-01-24,118,56.0,8.587216002878401,47.4127839971216
2021-01-24,151,169.0,27.966080014392006,141.033919985608
2021-01-24,631,331.0,85.16824004317604,245.83175995682396
2021-01-24,123,70.0,10.732026671464002,59.267973328536
2021-01-24,643,308.0,63.76216002878402,244.23783997121598
2021-01-24,391,86.0,22.66608001439201,63.33391998560799
2021-01-25,990,134.0,65.62824004317604,68.37175995682396
2021-01-25,744,274.0,37.68608001439201,236.31391998560798
2021-01-25,534,217.0,54.132160028784014,162.86783997121597
2021-01-25,651,165.0,50.762160028784024,114.23783997121598
2021-01-25,222,44.0,9.532026671464003,34.467973328536
2021-01-25,114,83.0,36.442160028784016,46.557839971215984
2021-01-25,643,308.0,63.76216002878402,244.23783997121598
2021-01-25,768,141.0,42.822160028784026,98.17783997121597
2021-01-25,525,302.0,64.65824004317602,237.34175995682398
2021-01-25,874,81.0,70.46432005756805,10.535679942431955
2021-01-25,874,81.0,70.46432005756805,10.535679942431955
2021-01-25,768,141.0,42.822160028784026,98.17783997121597
2021-01-26,250,114.0,76.17432005756802,37.825679942431975
2021-01-26,556,450.0,97.05432005756805,352.945679942432
2021-01-26,221,45.0,18.46608001439201,26.53391998560799
2021-01-26,415,123.0,45.17216002878402,77.82783997121598
2021-01-26,578,115.0,24.13608001439201,90.86391998560799
2021-01-26,115,76.0,23.66608001439201,52.33391998560799
2021-01-26,825,1025.0,142.0519813515616,882.9480186484384
2021-01-26,523,200.0,86.44432005756805,113.55567994243195
2021-01-26,118,56.0,8.587216002878401,47.4127839971216
2021-01-26,231,74.0,22.87608001439201,51.12391998560799
2021-01-26,586,168.0,55.838240043176036,112.16175995682397
2021-01-26,943,295.0,89.69432005756804,205.30567994243196
2021-01-26,118,56.0,8.587216002878401,47.4127839971216
2021-01-26,324,509.0,145.19648008635204,363.80351991364796
2021-01-26,012,33.0,18.88608001439201,14.113919985607989
2021-01-27,733,73.0,26.220660450520533,46.77933954947947
2021-01-27,111,84.0,19.51608001439201,64.483919985608
2021-01-27,074,107.0,45.02216002878402,61.97783997121598
2021-01-27,531,87.0,36.46216002878402,50.53783997121598
2021-01-27,391,86.0,22.66608001439201,63.33391998560799
2021-01-27,455,72.0,20.776080014392008,51.22391998560799
2021-01-27,015,83.0,43.322160028784026,39.677839971215974
2021-01-27,037,27.0,8.972026671464004,18.027973328535996
2021-01-27,419,43.0,18.076080014392012,24.923919985607988
2021-01-27,627,157.0,60.12824004317603,96.87175995682398
2021-01-27,642,297.0,68.67824004317603,228.32175995682397
2021-01-28,733,73.0,26.220660450520533,46.77933954947947
2021-01-28,656,129.0,58.38824004317603,70.61175995682396
2021-01-28,577,115.0,26.86608001439201,88.13391998560799
2021-01-28,574,198.0,25.46608001439201,172.53391998560798
2021-01-28,965,168.0,133.7339627031232,34.26603729687679
2021-01-28,811,151.0,25.55608001439201,125.44391998560799
2021-01-28,073,28.0,33.30216002878402,-5.302160028784023
2021-01-28,455,72.0,20.776080014392008,51.22391998560799
2021-01-28,731,97.0,86.50264180208214,10.497358197917862
2021-01-28,732,96.0,49.25132090104107,46.74867909895893
2021-01-28,116,40.0,18.57608001439201,21.42391998560799
2021-01-28,418,347.0,48.944053342928,298.055946657072
2021-01-28,391,86.0,22.66608001439201,63.33391998560799
2021-01-28,526,205.0,71.24824004317603,133.75175995682397
2021-01-28,015,83.0,43.322160028784026,39.677839971215974
2021-01-28,416,95.0,26.326080014392012,68.673919985608
2021-01-29,736,165.0,52.151320901041075,112.84867909895893
2021-01-29,014,34.0,20.87608001439201,13.12391998560799
2021-01-29,656,129.0,58.38824004317603,70.61175995682396
2021-01-29,613,1328.0,226.35432005756803,1101.645679942432
2021-01-29,118,56.0,8.587216002878401,47.4127839971216
2021-01-30,524,266.0,57.67216002878402,208.32783997121598
2021-01-30,711,396.0,136.49864011513608,259.5013598848639
2021-01-30,171,58.0,8.022026671464003,49.977973328535995
2021-01-30,014,34.0,20.87608001439201,13.12391998560799
2021-01-30,213,84.0,39.94216002878402,44.05783997121598
2021-01-30,965,168.0,133.7339627031232,34.26603729687679
2021-01-30,526,205.0,71.24824004317603,133.75175995682397
2021-01-30,535,242.0,76.44824004317603,165.55175995682396
2021-01-31,012,33.0,18.88608001439201,14.113919985607989
2021-01-31,631,331.0,85.16824004317604,245.83175995682396
2021-01-31,221,45.0,18.46608001439201,26.53391998560799
2021-01-31,577,115.0,26.86608001439201,88.13391998560799
2021-01-31,522,133.0,66.55824004317603,66.44175995682397
2021-01-31,324,509.0,145.19648008635204,363.80351991364796
2021-01-31,613,1328.0,226.35432005756803,1101.645679942432
2021-01-31,415,123.0,45.17216002878402,77.82783997121598
2021-01-31,651,165.0,50.762160028784024,114.23783997121598
2021-01-31,627,157.0,60.12824004317603,96.87175995682398
2021-01-31,966,74.0,27.596080014392008,46.40391998560799
2021-01-31,524,266.0,57.67216002878402,208.32783997121598
2021-01-31,627,157.0,60.12824004317603,96.87175995682398
2021-02-01,531,87.0,36.46216002878402,50.53783997121598
2021-02-01,845,174.0,138.16396270312322,35.83603729687678
2021-02-01,231,74.0,22.87608001439201,51.12391998560799
2021-02-01,533,186.0,85.97432005756804,100.02567994243196
2021-02-01,013,30.0,19.06608001439201,10.93391998560799
2021-02-01,613,1328.0,226.35432005756803,1101.645679942432
2021-02-01,161,24.0,17.716080014392013,6.283919985607987
2021-02-01,531,87.0,36.46216002878402,50.53783997121598
2021-02-01,711,396.0,136.49864011513608,259.5013598848639
2021-02-01,114,83.0,36.442160028784016,46.557839971215984
2021-02-01,618,423.0,120.00432005756804,302.99567994243193
2021-02-01,417,377.0,65.71216002878403,311.287839971216
2021-02-02,323,298.0,86.28824004317602,211.71175995682398
2021-02-02,015,83.0,43.322160028784026,39.677839971215974
2021-02-02,314,143.0,64.37824004317602,78.62175995682398
2021-02-02,115,76.0,23.66608001439201,52.33391998560799
2021-02-02,141,14.0,16.30608001439201,-2.306080014392009
2021-02-02,711,396.0,136.49864011513608,259.5013598848639
2021-02-02,118,56.0,8.587216002878401,47.4127839971216
2021-02-02,727,423.0,123.09648008635206,299.9035199136479
2021-02-02,531,87.0,36.46216002878402,50.53783997121598
2021-02-02,391,86.0,22.66608001439201,63.33391998560799
2021-02-02,323,298.0,86.28824004317602,211.71175995682398
2021-02-02,526,205.0,71.24824004317603,133.75175995682397
2021-02-02,037,27.0,8.972026671464004,18.027973328535996
2021-02-02,311,89.0,36.41216002878402,52.58783997121598
2021-02-03,736,165.0,52.151320901041075,112.84867909895893
2021-02-03,250,114.0,76.17432005756802,37.825679942431975
2021-02-03,721,331.0,121.14648008635207,209.85351991364792
2021-02-03,324,509.0,145.19648008635204,363.80351991364796
2021-02-03,072,29.0,17.78608001439201,11.21391998560799
2021-02-03,011,49.0,37.86216002878402,11.137839971215982
2021-02-03,525,302.0,64.65824004317602,237.34175995682398
2021-02-03,311,89.0,36.41216002878402,52.58783997121598
2021-02-03,118,56.0,8.587216002878401,47.4127839971216
2021-02-03,012,33.0,18.88608001439201,14.113919985607989
2021-02-04,711,396.0,136.49864011513608,259.5013598848639
2021-02-04,927,40.0,32.14216002878402,7.857839971215981
2021-02-04,322,199.0,47.86216002878402,151.13783997121598
2021-02-04,525,302.0,64.65824004317602,237.34175995682398
2021-02-04,072,29.0,17.78608001439201,11.21391998560799
2021-02-04,161,24.0,17.716080014392013,6.283919985607987
2021-02-04,012,33.0,18.88608001439201,14.113919985607989
2021-02-04,221,45.0,18.46608001439201,26.53391998560799
2021-02-04,731,97.0,86.50264180208214,10.497358197917862
2021-02-04,523,200.0,86.44432005756805,113.55567994243195
2021-02-04,417,377.0,65.71216002878403,311.287839971216
2021-02-04,556,450.0,97.05432005756805,352.945679942432
2021-02-04,943,295.0,89.69432005756804,205.30567994243196
2021-02-05,531,87.0,36.46216002878402,50.53783997121598
2021-02-05,712,396.0,166.1486401151361,229.8513598848639
2021-02-05,728,423.0,114.80648008635207,308.19351991364795
2021-02-05,311,89.0,36.41216002878402,52.58783997121598
2021-02-05,731,97.0,86.50264180208214,10.497358197917862
2021-02-05,524,266.0,57.67216002878402,208.32783997121598
2021-02-05,533,186.0,85.97432005756804,100.02567994243196
2021-02-05,121,29.0,8.022026671464003,20.977973328535995
2021-02-05,141,14.0,16.30608001439201,-2.306080014392009
2021-02-05,222,44.0,9.532026671464003,34.467973328536
2021-02-05,141,14.0,16.30608001439201,-2.306080014392009
2021-02-05,525,302.0,64.65824004317602,237.34175995682398
2021-02-05,927,40.0,32.14216002878402,7.857839971215981
2021-02-05,534,217.0,54.132160028784014,162.86783997121597
2021-02-05,415,123.0,45.17216002878402,77.82783997121598
2021-02-05,213,84.0,39.94216002878402,44.05783997121598
2021-02-06,037,27.0,8.972026671464004,18.027973328535996
2021-02-06,322,199.0,47.86216002878402,151.13783997121598
2021-02-06,731,97.0,86.50264180208214,10.497358197917862
2021-02-06,324,509.0,145.19648008635204,363.80351991364796
2021-02-06,825,1025.0,142.0519813515616,882.9480186484384
2021-02-06,111,84.0,19.51608001439201,64.483919985608
2021-02-06,768,141.0,42.822160028784026,98.17783997121597
2021-02-06,161,24.0,17.716080014392013,6.283919985607987
2021-02-06,119,197.0,51.66099067578081,145.3390093242192
2021-02-06,416,95.0,26.326080014392012,68.673919985608
2021-02-06,151,169.0,27.966080014392006,141.033919985608
2021-02-06,419,43.0,18.076080014392012,24.923919985607988
2021-02-06,123,70.0,10.732026671464002,59.267973328536
2021-02-06,221,45.0,18.46608001439201,26.53391998560799
2021-02-06,990,134.0,65.62824004317604,68.37175995682396
2021-02-06,712,396.0,166.1486401151361,229.8513598848639
2021-02-06,022,20.0,15.856080014392012,4.1439199856079885
2021-02-06,222,44.0,9.532026671464003,34.467973328536
2021-02-06,416,95.0,26.326080014392012,68.673919985608
2021-02-06,556,450.0,97.05432005756805,352.945679942432
2021-02-06,121,29.0,8.022026671464003,20.977973328535995
2021-02-06,123,70.0,10.732026671464002,59.267973328536
2021-02-06,322,199.0,47.86216002878402,151.13783997121598
2021-02-06,119,197.0,51.66099067578081,145.3390093242192
2021-02-07,323,298.0,86.28824004317602,211.71175995682398
2021-02-07,311,89.0,36.41216002878402,52.58783997121598
2021-02-07,526,205.0,71.24824004317603,133.75175995682397
2021-02-07,613,1328.0,226.35432005756803,1101.645679942432
2021-02-07,418,347.0,48.944053342928,298.055946657072
2021-02-07,119,197.0,51.66099067578081,145.3390093242192
2021-02-07,011,49.0,37.86216002878402,11.137839971215982
2021-02-07,531,87.0,36.46216002878402,50.53783997121598
2021-02-07,845,174.0,138.16396270312322,35.83603729687678
2021-02-07,061,28.0,32.42216002878402,-4.42216002878402
2021-02-07,419,43.0,18.076080014392012,24.923919985607988
2021-02-07,556,450.0,97.05432005756805,352.945679942432
2021-02-07,926,451.0,65.58216002878402,385.417839971216
2021-02-07,151,169.0,27.966080014392006,141.033919985608
2021-02-07,578,115.0,24.13608001439201,90.86391998560799
2021-02-07,221,45.0,18.46608001439201,26.53391998560799
2021-02-07,037,27.0,8.972026671464004,18.027973328535996
2021-02-07,986,71.0,38.43216002878402,32.56783997121598
2021-02-07,231,74.0,22.87608001439201,51.12391998560799
2021-02-07,391,86.0,22.66608001439201,63.33391998560799
2021-02-07,013,30.0,19.06608001439201,10.93391998560799
2021-02-07,578,115.0,24.13608001439201,90.86391998560799
2021-02-08,986,71.0,38.43216002878402,32.56783997121598
2021-02-08,072,29.0,17.78608001439201,11.21391998560799
2021-02-08,577,115.0,26.86608001439201,88.13391998560799
2021-02-08,011,49.0,37.86216002878402,11.137839971215982
2021-02-08,061,28.0,32.42216002878402,-4.42216002878402
2021-02-08,521,67.0,36.07216002878402,30.92783997121598
2021-02-08,965,168.0,133.7339627031232,34.26603729687679
2021-02-08,222,44.0,9.532026671464003,34.467973328536
2021-02-08,943,295.0,89.69432005756804,205.30567994243196
2021-02-08,073,28.0,33.30216002878402,-5.302160028784023
2021-02-08,768,141.0,42.822160028784026,98.17783997121597
2021-02-08,323,298.0,86.28824004317602,211.71175995682398
2021-02-08,014,34.0,20.87608001439201,13.12391998560799
2021-02-08,534,217.0,54.132160028784014,162.86783997121597
2021-02-09,522,133.0,66.55824004317603,66.44175995682397
2021-02-09,014,34.0,20.87608001439201,13.12391998560799
2021-02-09,655,129.0,41.68216002878402,87.31783997121599
