,Period,Code,Revenue,Expense,Profit,Hourly_Period,Year,Quarter
38,2022-01-09,111,84.0,13.27258144140746,70.72741855859255,2022-01-09 10:00:00,2022,Q1
39,2022-01-09,151,169.0,21.722581441407463,147.27741855859253,2022-01-09 11:30:00,2022,Q1
40,2022-01-09,415,123.0,32.68516288281492,90.31483711718508,2022-01-09 08:30:00,2022,Q1
41,2022-01-09,072,29.0,11.542581441407462,17.457418558592536,2022-01-09 10:30:00,2022,Q1
42,2022-01-10,711,396.0,86.55065153125969,309.4493484687403,2022-01-10 15:30:00,2022,Q1
43,2022-01-11,231,74.0,16.632581441407464,57.36741855859253,2022-01-11 16:00:00,2022,Q1
44,2022-01-11,731,97.0,96.61400412122084,0.38599587877915553,2022-01-11 13:00:00,2022,Q1
45,2022-01-11,011,49.0,25.37516288281492,23.62483711718508,2022-01-11 14:00:00,2022,Q1
46,2022-01-11,586,168.0,37.10774432422238,130.89225567577762,2022-01-11 16:00:00,2022,Q1
47,2022-01-12,943,295.0,64.72032576562984,230.27967423437016,2022-01-12 08:30:00,2022,Q1
48,2022-01-12,556,450.0,72.08032576562985,377.9196742343702,2022-01-12 14:00:00,2022,Q1
49,2022-01-12,986,71.0,25.945162882814927,45.05483711718507,2022-01-12 11:30:00,2022,Q1
50,2022-01-12,733,73.0,28.748501030305214,44.25149896969479,2022-01-12 11:00:00,2022,Q1
51,2022-01-13,736,165.0,57.20700206061042,107.79299793938958,2022-01-13 13:30:00,2022,Q1
52,2022-01-13,161,24.0,11.472581441407462,12.527418558592538,2022-01-13 08:30:00,2022,Q1
53,2022-01-13,613,1328.0,201.38032576562986,1126.6196742343702,2022-01-13 13:00:00,2022,Q1
54,2022-01-13,521,67.0,23.585162882814924,43.41483711718507,2022-01-13 11:30:00,2022,Q1
55,2022-01-14,314,143.0,45.64774432422239,97.35225567577761,2022-01-14 08:00:00,2022,Q1
56,2022-01-14,532,145.0,34.60774432422238,110.39225567577762,2022-01-14 14:00:00,2022,Q1
57,2022-01-15,768,141.0,30.33516288281492,110.66483711718507,2022-01-15 08:30:00,2022,Q1
58,2022-01-15,733,73.0,28.748501030305214,44.25149896969479,2022-01-15 15:00:00,2022,Q1
59,2022-01-15,578,115.0,17.892581441407458,97.10741855859254,2022-01-15 14:30:00,2022,Q1
60,2022-01-15,455,72.0,14.53258144140746,57.46741855859254,2022-01-15 08:30:00,2022,Q1
61,2022-01-15,524,266.0,45.18516288281492,220.81483711718508,2022-01-15 08:00:00,2022,Q1
62,2022-01-16,533,186.0,61.00032576562984,124.99967423437016,2022-01-16 15:30:00,2022,Q1
63,2022-01-16,811,151.0,19.31258144140746,131.68741855859253,2022-01-16 14:00:00,2022,Q1
64,2022-01-16,323,298.0,67.55774432422238,230.44225567577763,2022-01-16 14:30:00,2022,Q1
65,2022-01-16,712,396.0,116.2006515312597,279.7993484687403,2022-01-16 13:30:00,2022,Q1
66,2022-01-16,314,143.0,45.64774432422239,97.35225567577761,2022-01-16 16:30:00,2022,Q1
67,2022-01-16,578,115.0,17.892581441407458,97.10741855859254,2022-01-16 13:00:00,2022,Q1
68,2022-01-17,743,112.0,27.38516288281492,84.61483711718508,2022-01-17 15:00:00,2022,Q1
69,2022-01-17,825,1025.0,149.63550309091562,875.3644969090844,2022-01-17 15:00:00,2022,Q1
70,2022-01-17,733,73.0,28.748501030305214,44.25149896969479,2022-01-17 10:00:00,2022,Q1
71,2022-01-17,731,97.0,96.61400412122084,0.38599587877915553,2022-01-17 14:00:00,2022,Q1
72,2022-01-18,111,84.0,13.27258144140746,70.72741855859255,2022-01-18 11:30:00,2022,Q1
73,2022-01-18,627,157.0,41.39774432422239,115.60225567577761,2022-01-18 13:00:00,2022,Q1
74,2022-01-18,586,168.0,37.10774432422238,130.89225567577762,2022-01-18 14:30:00,2022,Q1
75,2022-01-18,732,96.0,54.30700206061042,41.69299793938958,2022-01-18 09:30:00,2022,Q1
76,2022-01-19,245,119.0,24.305162882814926,94.69483711718507,2022-01-19 14:30:00,2022,Q1
77,2022-01-19,533,186.0,61.00032576562984,124.99967423437016,2022-01-19 13:00:00,2022,Q1
78,2022-01-19,231,74.0,16.632581441407464,57.36741855859253,2022-01-19 15:00:00,2022,Q1
79,2022-01-19,736,165.0,57.20700206061042,107.79299793938958,2022-01-19 14:30:00,2022,Q1
80,2022-01-19,532,145.0,34.60774432422238,110.39225567577762,2022-01-19 10:30:00,2022,Q1
81,2022-01-19,521,67.0,23.585162882814924,43.41483711718507,2022-01-19 16:00:00,2022,Q1
82,2022-01-19,221,45.0,12.222581441407462,32.77741855859254,2022-01-19 10:00:00,2022,Q1
83,2022-01-20,556,450.0,72.08032576562985,377.9196742343702,2022-01-20 09:30:00,2022,Q1
84,2022-01-20,322,199.0,35.37516288281492,163.62483711718508,2022-01-20 11:00:00,2022,Q1
85,2022-01-20,531,87.0,23.975162882814924,63.02483711718507,2022-01-20 16:00:00,2022,Q1
86,2022-01-20,534,217.0,41.64516288281492,175.35483711718507,2022-01-20 15:00:00,2022,Q1
87,2022-01-20,522,133.0,47.82774432422239,85.17225567577762,2022-01-20 16:00:00,2022,Q1
88,2022-01-20,526,205.0,52.517744324222384,152.48225567577762,2022-01-20 11:30:00,2022,Q1
89,2022-01-20,419,43.0,11.832581441407461,31.167418558592537,2022-01-20 09:30:00,2022,Q1
90,2022-01-21,061,28.0,19.93516288281492,8.064837117185078,2022-01-21 08:30:00,2022,Q1
91,2022-01-21,927,20.0,19.655162882814924,0.3448371171850759,2022-01-21 08:00:00,2022,Q1
92,2022-01-21,111,84.0,13.27258144140746,70.72741855859255,2022-01-21 08:00:00,2022,Q1
93,2022-01-21,525,302.0,45.92774432422239,256.0722556757776,2022-01-21 13:00:00,2022,Q1
94,2022-01-22,522,133.0,47.82774432422239,85.17225567577762,2022-01-22 14:00:00,2022,Q1
95,2022-01-23,161,24.0,11.472581441407462,12.527418558592538,2022-01-23 15:30:00,2022,Q1
96,2022-01-23,577,115.0,20.622581441407462,94.37741855859254,2022-01-23 10:30:00,2022,Q1
97,2022-01-23,655,129.0,29.19516288281492,99.80483711718509,2022-01-23 11:00:00,2022,Q1
98,2022-01-23,731,97.0,96.61400412122084,0.38599587877915553,2022-01-23 14:30:00,2022,Q1
99,2022-01-23,415,123.0,32.68516288281492,90.31483711718508,2022-01-23 11:00:00,2022,Q1
100,2022-01-23,965,168.0,148.90100618183126,19.098993818168736,2022-01-23 15:00:00,2022,Q1
101,2022-01-23,534,217.0,41.64516288281492,175.35483711718507,2022-01-23 16:30:00,2022,Q1
102,2022-01-24,019,12.0,10.102581441407462,1.8974185585925376,2022-01-24 11:30:00,2022,Q1
103,2022-01-24,531,87.0,23.975162882814924,63.02483711718507,2022-01-24 16:30:00,2022,Q1
104,2022-01-24,556,450.0,72.08032576562985,377.9196742343702,2022-01-24 16:00:00,2022,Q1
105,2022-01-24,534,217.0,41.64516288281492,175.35483711718507,2022-01-24 13:30:00,2022,Q1
106,2022-01-25,072,29.0,11.542581441407462,17.457418558592536,2022-01-25 13:00:00,2022,Q1
107,2022-01-25,534,217.0,41.64516288281492,175.35483711718507,2022-01-25 11:30:00,2022,Q1
108,2022-01-25,418,347.0,44.78172096093831,302.2182790390617,2022-01-25 08:30:00,2022,Q1
109,2022-01-26,250,114.0,51.20032576562985,62.79967423437015,2022-01-26 16:00:00,2022,Q1
110,2022-01-26,572,174.0,47.48774432422238,126.51225567577762,2022-01-26 10:00:00,2022,Q1
111,2022-01-26,414,182.0,32.61516288281493,149.38483711718507,2022-01-26 10:00:00,2022,Q1
112,2022-01-26,324,509.0,107.73548864844477,401.26451135155526,2022-01-26 14:00:00,2022,Q1
113,2022-01-26,416,95.0,20.082581441407463,74.91741855859254,2022-01-26 08:30:00,2022,Q1
114,2022-01-27,113,86.0,16.992581441407463,69.00741855859253,2022-01-27 15:00:00,2022,Q1
115,2022-01-27,213,84.0,27.45516288281492,56.54483711718508,2022-01-27 13:00:00,2022,Q1
116,2022-01-27,322,199.0,35.37516288281492,163.62483711718508,2022-01-27 14:30:00,2022,Q1
117,2022-01-27,990,134.0,46.89774432422239,87.10225567577761,2022-01-27 08:30:00,2022,Q1
118,2022-01-27,231,74.0,16.632581441407464,57.36741855859253,2022-01-27 13:00:00,2022,Q1
119,2022-01-27,311,89.0,23.92516288281492,65.07483711718508,2022-01-27 14:00:00,2022,Q1
120,2022-01-28,455,72.0,14.53258144140746,57.46741855859254,2022-01-28 08:30:00,2022,Q1
121,2022-01-28,743,112.0,27.38516288281492,84.61483711718508,2022-01-28 10:30:00,2022,Q1
122,2022-01-28,741,215.0,31.715162882814923,183.28483711718508,2022-01-28 10:30:00,2022,Q1
123,2022-01-28,073,28.0,20.815162882814924,7.184837117185076,2022-01-28 14:30:00,2022,Q1
124,2022-01-28,532,145.0,34.60774432422238,110.39225567577762,2022-01-28 15:30:00,2022,Q1
125,2022-01-28,121,29.0,5.940860480469153,23.059139519530845,2022-01-28 13:00:00,2022,Q1
126,2022-01-28,455,72.0,14.53258144140746,57.46741855859254,2022-01-28 09:30:00,2022,Q1
127,2022-01-28,417,377.0,53.22516288281493,323.7748371171851,2022-01-28 10:30:00,2022,Q1
128,2022-01-29,116,40.0,12.332581441407461,27.667418558592537,2022-01-29 09:00:00,2022,Q1
129,2022-01-29,011,49.0,25.37516288281492,23.62483711718508,2022-01-29 16:00:00,2022,Q1
130,2022-01-29,414,182.0,32.61516288281493,149.38483711718507,2022-01-29 13:00:00,2022,Q1
131,2022-01-30,114,83.0,23.955162882814925,59.044837117185075,2022-01-30 14:30:00,2022,Q1
132,2022-01-30,311,89.0,23.92516288281492,65.07483711718508,2022-01-30 11:30:00,2022,Q1
133,2022-01-30,926,451.0,53.095162882814925,397.9048371171851,2022-01-30 11:30:00,2022,Q1
134,2022-01-30,119,197.0,55.452751545457815,141.54724845454217,2022-01-30 11:00:00,2022,Q1
135,2022-01-30,743,112.0,27.38516288281492,84.61483711718508,2022-01-30 08:00:00,2022,Q1
136,2022-01-31,574,198.0,19.222581441407463,178.77741855859253,2022-01-31 13:00:00,2022,Q1
137,2022-01-31,722,331.0,70.11548864844477,260.88451135155526,2022-01-31 10:30:00,2022,Q1
138,2022-01-31,082,43.0,12.852581441407462,30.147418558592538,2022-01-31 08:00:00,2022,Q1
139,2022-01-31,014,34.0,14.632581441407464,19.367418558592536,2022-01-31 14:00:00,2022,Q1
140,2022-01-31,744,274.0,31.442581441407462,242.55741855859253,2022-01-31 13:00:00,2022,Q1
141,2022-01-31,151,169.0,21.722581441407463,147.27741855859253,2022-01-31 14:30:00,2022,Q1
142,2022-02-01,231,74.0,16.632581441407464,57.36741855859253,2022-02-01 16:30:00,2022,Q1
143,2022-02-01,523,200.0,61.47032576562985,138.52967423437013,2022-02-01 10:30:00,2022,Q1
144,2022-02-01,231,74.0,16.632581441407464,57.36741855859253,2022-02-01 16:30:00,2022,Q1
145,2022-02-01,415,123.0,32.68516288281492,90.31483711718508,2022-02-01 09:30:00,2022,Q1
146,2022-02-01,965,168.0,148.90100618183126,19.098993818168736,2022-02-01 14:00:00,2022,Q1
147,2022-02-01,417,377.0,53.22516288281493,323.7748371171851,2022-02-01 10:00:00,2022,Q1
148,2022-02-01,418,347.0,44.78172096093831,302.2182790390617,2022-02-01 10:00:00,2022,Q1
149,2022-02-02,825,1025.0,149.63550309091562,875.3644969090844,2022-02-02 15:30:00,2022,Q1
150,2022-02-02,627,157.0,41.39774432422239,115.60225567577761,2022-02-02 15:00:00,2022,Q1
151,2022-02-02,250,114.0,51.20032576562985,62.79967423437015,2022-02-02 15:00:00,2022,Q1
152,2022-02-03,011,49.0,25.37516288281492,23.62483711718508,2022-02-03 08:30:00,2022,Q1
153,2022-02-03,768,141.0,30.33516288281492,110.66483711718507,2022-02-03 09:30:00,2022,Q1
154,2022-02-03,825,1025.0,149.63550309091562,875.3644969090844,2022-02-03 14:30:00,2022,Q1
155,2022-02-04,943,295.0,64.72032576562984,230.27967423437016,2022-02-04 08:00:00,2022,Q1
156,2022-02-04,736,165.0,57.20700206061042,107.79299793938958,2022-02-04 11:30:00,2022,Q1
157,2022-02-04,151,169.0,21.722581441407463,147.27741855859253,2022-02-04 15:30:00,2022,Q1
158,2022-02-04,731,97.0,96.61400412122084,0.38599587877915553,2022-02-04 16:00:00,2022,Q1
159,2022-02-04,523,200.0,61.47032576562985,138.52967423437013,2022-02-04 14:30:00,2022,Q1
160,2022-02-04,572,174.0,47.48774432422238,126.51225567577762,2022-02-04 13:00:00,2022,Q1
161,2022-02-04,523,200.0,61.47032576562985,138.52967423437013,2022-02-04 10:30:00,2022,Q1
162,2022-02-05,522,133.0,47.82774432422239,85.17225567577762,2022-02-05 15:30:00,2022,Q1
163,2022-02-05,416,95.0,20.082581441407463,74.91741855859254,2022-02-05 16:00:00,2022,Q1
164,2022-02-05,522,133.0,47.82774432422239,85.17225567577762,2022-02-05 13:00:00,2022,Q1
165,2022-02-05,250,114.0,51.20032576562985,62.79967423437015,2022-02-05 10:00:00,2022,Q1
166,2022-02-05,522,133.0,47.82774432422239,85.17225567577762,2022-02-05 15:00:00,2022,Q1
167,2022-02-05,986,71.0,25.945162882814927,45.05483711718507,2022-02-05 16:00:00,2022,Q1
168,2022-02-05,073,28.0,20.815162882814924,7.184837117185076,2022-02-05 15:30:00,2022,Q1
169,2022-02-05,736,165.0,57.20700206061042,107.79299793938958,2022-02-05 15:30:00,2022,Q1
170,2022-02-05,324,509.0,107.73548864844477,401.26451135155526,2022-02-05 11:00:00,2022,Q1
171,2022-02-06,535,242.0,57.71774432422238,184.2822556757776,2022-02-06 11:30:00,2022,Q1
172,2022-02-06,073,28.0,20.815162882814924,7.184837117185076,2022-02-06 15:00:00,2022,Q1
173,2022-02-06,655,129.0,29.19516288281492,99.80483711718509,2022-02-06 13:30:00,2022,Q1
174,2022-02-06,521,67.0,23.585162882814924,43.41483711718507,2022-02-06 13:00:00,2022,Q1
175,2022-02-06,324,509.0,107.73548864844477,401.26451135155526,2022-02-06 15:00:00,2022,Q1
176,2022-02-06,113,86.0,16.992581441407463,69.00741855859253,2022-02-06 15:00:00,2022,Q1
177,2022-02-06,811,151.0,19.31258144140746,131.68741855859253,2022-02-06 09:00:00,2022,Q1
178,2022-02-06,231,74.0,16.632581441407464,57.36741855859253,2022-02-06 10:30:00,2022,Q1
179,2022-02-07,121,29.0,5.940860480469153,23.059139519530845,2022-02-07 10:00:00,2022,Q1
180,2022-02-07,250,114.0,51.20032576562985,62.79967423437015,2022-02-07 11:30:00,2022,Q1
181,2022-02-08,071,33.0,7.301720960938307,25.698279039061692,2022-02-08 11:30:00,2022,Q1
182,2022-02-08,711,396.0,86.55065153125969,309.4493484687403,2022-02-08 14:00:00,2022,Q1
183,2022-02-08,119,197.0,55.452751545457815,141.54724845454217,2022-02-08 14:00:00,2022,Q1
184,2022-02-08,113,86.0,16.992581441407463,69.00741855859253,2022-02-08 08:00:00,2022,Q1
185,2022-02-08,521,67.0,23.585162882814924,43.41483711718507,2022-02-08 15:30:00,2022,Q1
186,2022-02-08,731,97.0,96.61400412122084,0.38599587877915553,2022-02-08 08:00:00,2022,Q1
187,2022-02-09,119,197.0,55.452751545457815,141.54724845454217,2022-02-09 15:00:00,2022,Q1
188,2022-02-09,115,76.0,17.422581441407463,58.57741855859254,2022-02-09 15:30:00,2022,Q1
189,2022-02-09,011,49.0,25.37516288281492,23.62483711718508,2022-02-09 11:00:00,2022,Q1
190,2022-02-10,072,29.0,11.542581441407462,17.457418558592536,2022-02-10 14:00:00,2022,Q1
191,2022-02-10,643,308.0,51.275162882814925,256.7248371171851,2022-02-10 09:00:00,2022,Q1
192,2022-02-10,222,44.0,7.450860480469153,36.54913951953085,2022-02-10 08:00:00,2022,Q1
193,2022-02-10,037,27.0,6.890860480469154,20.109139519530846,2022-02-10 10:30:00,2022,Q1
194,2022-02-10,522,133.0,47.82774432422239,85.17225567577762,2022-02-10 11:00:00,2022,Q1
195,2022-02-10,556,450.0,72.08032576562985,377.9196742343702,2022-02-10 15:00:00,2022,Q1
196,2022-02-10,391,86.0,16.42258144140746,69.57741855859254,2022-02-10 13:30:00,2022,Q1
197,2022-02-10,613,1328.0,201.38032576562986,1126.6196742343702,2022-02-10 16:00:00,2022,Q1
198,2022-02-10,022,6.0,33.89275154545782,-27.89275154545782,2022-02-10 13:00:00,2022,Q1
199,2022-02-11,711,396.0,86.55065153125969,309.4493484687403,2022-02-11 15:30:00,2022,Q1
200,2022-02-11,736,165.0,57.20700206061042,107.79299793938958,2022-02-11 14:30:00,2022,Q1
201,2022-02-11,119,197.0,55.452751545457815,141.54724845454217,2022-02-11 11:00:00,2022,Q1
202,2022-02-11,627,157.0,41.39774432422239,115.60225567577761,2022-02-11 16:00:00,2022,Q1
203,2022-02-11,526,205.0,52.517744324222384,152.48225567577762,2022-02-11 13:30:00,2022,Q1
204,2022-02-12,927,20.0,19.655162882814924,0.3448371171850759,2022-02-12 13:30:00,2022,Q1
205,2022-02-12,965,168.0,148.90100618183126,19.098993818168736,2022-02-12 10:30:00,2022,Q1
206,2022-02-12,121,29.0,5.940860480469153,23.059139519530845,2022-02-12 15:30:00,2022,Q1
207,2022-02-13,943,295.0,64.72032576562984,230.27967423437016,2022-02-13 15:30:00,2022,Q1
208,2022-02-13,121,29.0,5.940860480469153,23.059139519530845,2022-02-13 16:00:00,2022,Q1
209,2022-02-13,037,27.0,6.890860480469154,20.109139519530846,2022-02-13 08:30:00,2022,Q1
210,2022-02-14,811,151.0,19.31258144140746,131.68741855859253,2022-02-14 14:00:00,2022,Q1
211,2022-02-14,411,161.0,18.801720960938308,142.1982790390617,2022-02-14 08:30:00,2022,Q1
212,2022-02-14,113,86.0,16.992581441407463,69.00741855859253,2022-02-14 16:00:00,2022,Q1
213,2022-02-14,522,133.0,47.82774432422239,85.17225567577762,2022-02-14 08:00:00,2022,Q1
214,2022-02-14,943,295.0,64.72032576562984,230.27967423437016,2022-02-14 11:00:00,2022,Q1
215,2022-02-14,013,30.0,12.822581441407461,17.17741855859254,2022-02-14 13:00:00,2022,Q1
216,2022-02-15,534,217.0,41.64516288281492,175.35483711718507,2022-02-15 08:30:00,2022,Q1
217,2022-02-15,119,197.0,55.452751545457815,141.54724845454217,2022-02-15 11:00:00,2022,Q1
218,2022-02-15,522,133.0,47.82774432422239,85.17225567577762,2022-02-15 08:30:00,2022,Q1
219,2022-02-15,411,161.0,18.801720960938308,142.1982790390617,2022-02-15 08:00:00,2022,Q1
220,2022-02-16,965,168.0,148.90100618183126,19.098993818168736,2022-02-16 15:30:00,2022,Q1
221,2022-02-16,071,33.0,7.301720960938307,25.698279039061692,2022-02-16 09:30:00,2022,Q1
222,2022-02-16,250,114.0,51.20032576562985,62.79967423437015,2022-02-16 11:30:00,2022,Q1
223,2022-02-16,522,133.0,47.82774432422239,85.17225567577762,2022-02-16 09:00:00,2022,Q1
224,2022-02-16,015,83.0,30.835162882814924,52.16483711718507,2022-02-16 15:00:00,2022,Q1
225,2022-02-16,534,217.0,41.64516288281492,175.35483711718507,2022-02-16 13:00:00,2022,Q1
226,2022-02-16,525,302.0,45.92774432422239,256.0722556757776,2022-02-16 14:00:00,2022,Q1
227,2022-02-16,322,199.0,35.37516288281492,163.62483711718508,2022-02-16 14:30:00,2022,Q1
228,2022-02-16,845,174.0,153.33100618183127,20.66899381816873,2022-02-16 16:00:00,2022,Q1
229,2022-02-16,613,1328.0,201.38032576562986,1126.6196742343702,2022-02-16 16:30:00,2022,Q1
230,2022-02-16,115,76.0,17.422581441407463,58.57741855859254,2022-02-16 14:30:00,2022,Q1
231,2022-02-17,118,56.0,7.338516288281492,48.66148371171851,2022-02-17 16:00:00,2022,Q1
232,2022-02-17,526,205.0,52.517744324222384,152.48225567577762,2022-02-17 14:30:00,2022,Q1
233,2022-02-17,578,115.0,17.892581441407458,97.10741855859254,2022-02-17 08:30:00,2022,Q1
234,2022-02-18,012,33.0,12.642581441407462,20.35741855859254,2022-02-18 10:00:00,2022,Q1
235,2022-02-18,417,377.0,53.22516288281493,323.7748371171851,2022-02-18 13:30:00,2022,Q1
236,2022-02-18,990,134.0,46.89774432422239,87.10225567577761,2022-02-18 10:00:00,2022,Q1
237,2022-02-18,521,67.0,23.585162882814924,43.41483711718507,2022-02-18 13:00:00,2022,Q1
238,2022-02-18,986,71.0,25.945162882814927,45.05483711718507,2022-02-18 11:30:00,2022,Q1
239,2022-02-18,521,67.0,23.585162882814924,43.41483711718507,2022-02-18 16:00:00,2022,Q1
240,2022-02-18,556,450.0,72.08032576562985,377.9196742343702,2022-02-18 10:00:00,2022,Q1
241,2022-02-19,213,84.0,27.45516288281492,56.54483711718508,2022-02-19 08:00:00,2022,Q1
242,2022-02-19,711,396.0,86.55065153125969,309.4493484687403,2022-02-19 15:00:00,2022,Q1
243,2022-02-19,314,143.0,45.64774432422239,97.35225567577761,2022-02-19 10:00:00,2022,Q1
244,2022-02-19,115,76.0,17.422581441407463,58.57741855859254,2022-02-19 09:00:00,2022,Q1
245,2022-02-19,115,76.0,17.422581441407463,58.57741855859254,2022-02-19 08:00:00,2022,Q1
246,2022-02-19,072,29.0,11.542581441407462,17.457418558592536,2022-02-19 08:30:00,2022,Q1
247,2022-02-19,072,29.0,11.542581441407462,17.457418558592536,2022-02-19 10:00:00,2022,Q1
248,2022-02-20,578,115.0,17.892581441407458,97.10741855859254,2022-02-20 15:00:00,2022,Q1
249,2022-02-20,572,174.0,47.48774432422238,126.51225567577762,2022-02-20 16:00:00,2022,Q1
250,2022-02-20,417,377.0,53.22516288281493,323.7748371171851,2022-02-20 10:00:00,2022,Q1
251,2022-02-20,323,298.0,67.55774432422238,230.44225567577763,2022-02-20 10:30:00,2022,Q1
252,2022-02-20,114,83.0,23.955162882814925,59.044837117185075,2022-02-20 14:00:00,2022,Q1
253,2022-02-20,391,86.0,16.42258144140746,69.57741855859254,2022-02-20 11:30:00,2022,Q1
254,2022-02-20,213,84.0,27.45516288281492,56.54483711718508,2022-02-20 08:00:00,2022,Q1
255,2022-02-20,943,295.0,64.72032576562984,230.27967423437016,2022-02-20 09:00:00,2022,Q1
256,2022-02-21,121,29.0,5.940860480469153,23.059139519530845,2022-02-21 11:00:00,2022,Q1
257,2022-02-21,324,509.0,107.73548864844477,401.26451135155526,2022-02-21 11:30:00,2022,Q1
258,2022-02-21,111,84.0,13.27258144140746,70.72741855859255,2022-02-21 15:30:00,2022,Q1
259,2022-02-21,556,450.0,72.08032576562985,377.9196742343702,2022-02-21 11:00:00,2022,Q1
260,2022-02-21,627,157.0,41.39774432422239,115.60225567577761,2022-02-21 13:30:00,2022,Q1
261,2022-02-21,074,107.0,32.53516288281492,74.46483711718508,2022-02-21 16:30:00,2022,Q1
262,2022-02-22,455,72.0,14.53258144140746,57.46741855859254,2022-02-22 16:00:00,2022,Q1
263,2022-02-22,411,161.0,18.801720960938308,142.1982790390617,2022-02-22 16:30:00,2022,Q1
264,2022-02-22,022,6.0,33.89275154545782,-27.89275154545782,2022-02-22 08:30:00,2022,Q1
265,2022-02-22,072,29.0,11.542581441407462,17.457418558592536,2022-02-22 13:00:00,2022,Q1
266,2022-02-22,577,115.0,20.622581441407462,94.37741855859254,2022-02-22 15:30:00,2022,Q1
267,2022-02-22,418,347.0,44.78172096093831,302.2182790390617,2022-02-22 10:00:00,2022,Q1
268,2022-02-22,733,73.0,28.748501030305214,44.25149896969479,2022-02-22 13:00:00,2022,Q1
269,2022-02-23,161,24.0,11.472581441407462,12.527418558592538,2022-02-23 09:00:00,2022,Q1
270,2022-02-23,061,28.0,19.93516288281492,8.064837117185078,2022-02-23 14:00:00,2022,Q1
271,2022-02-23,250,114.0,51.20032576562985,62.79967423437015,2022-02-23 15:00:00,2022,Q1
