EBIT,EBIT Ratio,Net Sales Growth,Net Sales,COGS and Expense,Expected EBIT Next Year,EBIT Multiple
250000,0.3,0.1,833333.3333333334,583333.3333333334,275000.0,2.5
250000,0.3,0.15,833333.3333333334,583333.3333333334,287500.0,2.61
250000,0.3,0.2,833333.3333333334,583333.3333333334,300000.0,2.73
250000,0.3,0.3,833333.3333333334,583333.3333333334,325000.0,2.95
250000,0.3,0.4,833333.3333333334,583333.3333333334,350000.0,3.18
250000,0.4,0.0,625000.0,375000.0,250000.0,2.27
250000,0.4,0.05,625000.0,375000.0,262500.0,2.39
250000,0.4,0.1,625000.0,375000.0,275000.0,2.5
250000,0.4,0.15,625000.0,375000.0,287500.0,2.61
250000,0.4,0.2,625000.0,375000.0,300000.0,2.73
250000,0.4,0.3,625000.0,375000.0,325000.0,2.95
250000,0.4,0.4,625000.0,375000.0,350000.0,3.18
250000,0.5,0.0,500000.0,250000.0,250000.0,2.27
250000,0.5,0.05,500000.0,250000.0,262500.0,2.39
250000,0.5,0.1,500000.0,250000.0,275000.0,2.5
250000,0.5,0.15,500000.0,250000.0,287500.0,2.61
250000,0.5,0.2,500000.0,250000.0,300000.0,2.73
250000,0.5,0.3,500000.0,250000.0,325000.0,2.95
250000,0.5,0.4,500000.0,250000.0,350000.0,3.18
350000,0.0,0.0,inf,inf,350000.0,3.18
350000,0.0,0.05,inf,inf,367500.0,3.34
350000,0.0,0.1,inf,inf,385000.00000000006,3.5
350000,0.0,0.15,inf,inf,402499.99999999994,3.66
350000,0.0,0.2,inf,inf,420000.0,3.82
350000,0.0,0.3,inf,inf,455000.0,4.14
350000,0.0,0.4,inf,inf,489999.99999999994,4.45
350000,0.1,0.0,3500000.0,3150000.0,350000.0,3.18
350000,0.1,0.05,3500000.0,3150000.0,367500.0,3.34
350000,0.1,0.1,3500000.0,3150000.0,385000.00000000006,3.5
350000,0.1,0.15,3500000.0,3150000.0,402499.99999999994,3.66
350000,0.1,0.2,3500000.0,3150000.0,420000.0,3.82
350000,0.1,0.3,3500000.0,3150000.0,455000.0,4.14
350000,0.1,0.4,3500000.0,3150000.0,489999.99999999994,4.45
350000,0.22,0.0,1590909.0909090908,1240909.0909090908,350000.0,3.18
350000,0.22,0.05,1590909.0909090908,1240909.0909090908,367500.0,3.34
350000,0.22,0.1,1590909.0909090908,1240909.0909090908,385000.00000000006,3.5
350000,0.22,0.15,1590909.0909090908,1240909.0909090908,402499.99999999994,3.66
350000,0.22,0.2,1590909.0909090908,1240909.0909090908,420000.0,3.82
350000,0.22,0.3,1590909.0909090908,1240909.0909090908,455000.0,4.14
350000,0.22,0.4,1590909.0909090908,1240909.0909090908,489999.99999999994,4.45
350000,0.3,0.0,1166666.6666666667,816666.6666666667,350000.0,3.18
350000,0.3,0.05,1166666.6666666667,816666.6666666667,367500.0,3.34
350000,0.3,0.1,1166666.6666666667,816666.6666666667,385000.00000000006,3.5
350000,0.3,0.15,1166666.6666666667,816666.6666666667,402499.99999999994,3.66
350000,0.3,0.2,1166666.6666666667,816666.6666666667,420000.0,3.82
350000,0.3,0.3,1166666.6666666667,816666.6666666667,455000.0,4.14
350000,0.3,0.4,1166666.6666666667,816666.6666666667,489999.99999999994,4.45
350000,0.4,0.0,875000.0,525000.0,350000.0,3.18
350000,0.4,0.05,875000.0,525000.0,367500.0,3.34
350000,0.4,0.1,875000.0,525000.0,385000.00000000006,3.5
350000,0.4,0.15,875000.0,525000.0,402499.99999999994,3.66
350000,0.4,0.2,875000.0,525000.0,420000.0,3.82
350000,0.4,0.3,875000.0,525000.0,455000.0,4.14
350000,0.4,0.4,875000.0,525000.0,489999.99999999994,4.45
350000,0.5,0.0,700000.0,350000.0,350000.0,3.18
350000,0.5,0.05,700000.0,350000.0,367500.0,3.34
350000,0.5,0.1,700000.0,350000.0,385000.00000000006,3.5
350000,0.5,0.15,700000.0,350000.0,402499.99999999994,3.66
350000,0.5,0.2,700000.0,350000.0,420000.0,3.82
350000,0.5,0.3,700000.0,350000.0,455000.0,4.14
350000,0.5,0.4,700000.0,350000.0,489999.99999999994,4.45
450000,0.0,0.0,inf,inf,450000.0,4.09
450000,0.0,0.05,inf,inf,472500.0,4.3
450000,0.0,0.1,inf,inf,495000.00000000006,4.5
450000,0.0,0.15,inf,inf,517499.99999999994,4.7
450000,0.0,0.2,inf,inf,540000.0,4.91
450000,0.0,0.3,inf,inf,585000.0,5.32
450000,0.0,0.4,inf,inf,630000.0,5.73
450000,0.1,0.0,4500000.0,4050000.0,450000.0,4.09
450000,0.1,0.05,4500000.0,4050000.0,472500.0,4.3
450000,0.1,0.1,4500000.0,4050000.0,495000.00000000006,4.5
450000,0.1,0.15,4500000.0,4050000.0,517499.99999999994,4.7
450000,0.1,0.2,4500000.0,4050000.0,540000.0,4.91
450000,0.1,0.3,4500000.0,4050000.0,585000.0,5.32
450000,0.1,0.4,4500000.0,4050000.0,630000.0,5.73
450000,0.22,0.0,2045454.5454545454,1595454.5454545454,450000.0,4.09
450000,0.22,0.05,2045454.5454545454,1595454.5454545454,472500.0,4.3
450000,0.22,0.1,2045454.5454545454,1595454.5454545454,495000.00000000006,4.5
450000,0.22,0.15,2045454.5454545454,1595454.5454545454,517499.99999999994,4.7
450000,0.22,0.2,2045454.5454545454,1595454.5454545454,540000.0,4.91
450000,0.22,0.3,2045454.5454545454,1595454.5454545454,585000.0,5.32
450000,0.22,0.4,2045454.5454545454,1595454.5454545454,630000.0,5.73
450000,0.3,0.0,1500000.0,1050000.0,450000.0,4.09
450000,0.3,0.05,1500000.0,1050000.0,472500.0,4.3
450000,0.3,0.1,1500000.0,1050000.0,495000.00000000006,4.5
450000,0.3,0.15,1500000.0,1050000.0,517499.99999999994,4.7
450000,0.3,0.2,1500000.0,1050000.0,540000.0,4.91
450000,0.3,0.3,1500000.0,1050000.0,585000.0,5.32
450000,0.3,0.4,1500000.0,1050000.0,630000.0,5.73
450000,0.4,0.0,1125000.0,675000.0,450000.0,4.09
450000,0.4,0.05,1125000.0,675000.0,472500.0,4.3
450000,0.4,0.1,1125000.0,675000.0,495000.00000000006,4.5
450000,0.4,0.15,1125000.0,675000.0,517499.99999999994,4.7
450000,0.4,0.2,1125000.0,675000.0,540000.0,4.91
450000,0.4,0.3,1125000.0,675000.0,585000.0,5.32
450000,0.4,0.4,1125000.0,675000.0,630000.0,5.73
450000,0.5,0.0,900000.0,450000.0,450000.0,4.09
450000,0.5,0.05,900000.0,450000.0,472500.0,4.3
450000,0.5,0.1,900000.0,450000.0,495000.00000000006,4.5
450000,0.5,0.15,900000.0,450000.0,517499.99999999994,4.7
450000,0.5,0.2,900000.0,450000.0,540000.0,4.91
450000,0.5,0.3,900000.0,450000.0,585000.0,5.32
450000,0.5,0.4,900000.0,450000.0,630000.0,5.73
700000,0.0,0.0,inf,inf,700000.0,6.36
700000,0.0,0.05,inf,inf,735000.0,6.68
700000,0.0,0.1,inf,inf,770000.0000000001,7.0
700000,0.0,0.15,inf,inf,804999.9999999999,7.32
700000,0.0,0.2,inf,inf,840000.0,7.64
700000,0.0,0.3,inf,inf,910000.0,8.27
700000,0.0,0.4,inf,inf,979999.9999999999,8.91
700000,0.1,0.0,7000000.0,6300000.0,700000.0,6.36
700000,0.1,0.05,7000000.0,6300000.0,735000.0,6.68
700000,0.1,0.1,7000000.0,6300000.0,770000.0000000001,7.0
700000,0.1,0.15,7000000.0,6300000.0,804999.9999999999,7.32
700000,0.1,0.2,7000000.0,6300000.0,840000.0,7.64
700000,0.1,0.3,7000000.0,6300000.0,910000.0,8.27
700000,0.1,0.4,7000000.0,6300000.0,979999.9999999999,8.91
700000,0.22,0.0,3181818.1818181816,2481818.1818181816,700000.0,6.36
700000,0.22,0.05,3181818.1818181816,2481818.1818181816,735000.0,6.68
700000,0.22,0.1,3181818.1818181816,2481818.1818181816,770000.0000000001,7.0
700000,0.22,0.15,3181818.1818181816,2481818.1818181816,804999.9999999999,7.32
700000,0.22,0.2,3181818.1818181816,2481818.1818181816,840000.0,7.64
700000,0.22,0.3,3181818.1818181816,2481818.1818181816,910000.0,8.27
700000,0.22,0.4,3181818.1818181816,2481818.1818181816,979999.9999999999,8.91
700000,0.3,0.0,2333333.3333333335,1633333.3333333335,700000.0,6.36
700000,0.3,0.05,2333333.3333333335,1633333.3333333335,735000.0,6.68
700000,0.3,0.1,2333333.3333333335,1633333.3333333335,770000.0000000001,7.0
700000,0.3,0.15,2333333.3333333335,1633333.3333333335,804999.9999999999,7.32
700000,0.3,0.2,2333333.3333333335,1633333.3333333335,840000.0,7.64
700000,0.3,0.3,2333333.3333333335,1633333.3333333335,910000.0,8.27
700000,0.3,0.4,2333333.3333333335,1633333.3333333335,979999.9999999999,8.91
700000,0.4,0.0,1750000.0,1050000.0,700000.0,6.36
700000,0.4,0.05,1750000.0,1050000.0,735000.0,6.68
700000,0.4,0.1,1750000.0,1050000.0,770000.0000000001,7.0
700000,0.4,0.15,1750000.0,1050000.0,804999.9999999999,7.32
700000,0.4,0.2,1750000.0,1050000.0,840000.0,7.64
700000,0.4,0.3,1750000.0,1050000.0,910000.0,8.27
700000,0.4,0.4,1750000.0,1050000.0,979999.9999999999,8.91
700000,0.5,0.0,1400000.0,700000.0,700000.0,6.36
700000,0.5,0.05,1400000.0,700000.0,735000.0,6.68
700000,0.5,0.1,1400000.0,700000.0,770000.0000000001,7.0
700000,0.5,0.15,1400000.0,700000.0,804999.9999999999,7.32
700000,0.5,0.2,1400000.0,700000.0,840000.0,7.64
700000,0.5,0.3,1400000.0,700000.0,910000.0,8.27
700000,0.5,0.4,1400000.0,700000.0,979999.9999999999,8.91
